CAD CDW ID,Event Clearance Group,Event Clearance SubGroup,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Hundred Block Location,District/Sector,Event Clearance Date,Zone/Beat,Census Tract,Longitude,Latitude
108748,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382016,2010382016,430,ACCIDENT INVESTIGATION,24XX BLOCK OF SW ANDOVER ST,W,11/02/2010 02:46:00 AM,W1,9900.4040,-122.364355772,47.568345943
108756,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382195,2010382195,460,TRAFFIC (MOVING) VIOLATION,44XX BLOCK OF S KENNY ST,R,11/02/2010 03:43:00 AM,R3,10300.2013,-122.277571007,47.548944295
108759,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382347,2010382347,460,TRAFFIC (MOVING) VIOLATION,44XX BLOCK OF 4TH AVE S,O,11/02/2010 04:04:00 AM,O2,9300.3107,-122.329368516,47.563804288
108771,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382393,2010382393,450,DRIVING WHILE UNDER INFLUENCE (DUI),47XX BLOCK OF UNIVERSITY WAY NE,U,11/02/2010 05:05:00 AM,U3,5301.2000,-122.313087957,47.663996256
108776,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382419,2010382419,460,TRAFFIC (MOVING) VIOLATION,80XX BLOCK OF 15TH AVE NW,B,11/02/2010 05:46:00 AM,B3,3000.6005,-122.376796182,47.687801248
108777,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382397,2010382397,460,TRAFFIC (MOVING) VIOLATION,63XX BLOCK OF 7TH AVE S,O,11/02/2010 05:49:00 AM,O3,10900.2074,-122.325037278,47.545573764
108778,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382414,2010382414,460,TRAFFIC (MOVING) VIOLATION,42XX BLOCK OF S OTHELLO ST,S,11/02/2010 05:50:00 AM,S2,11101.2009,-122.280060282,47.537050785
108780,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382424,2010382424,460,TRAFFIC (MOVING) VIOLATION,44XX BLOCK OF 4TH AVE S,O,11/02/2010 06:07:00 AM,O2,9300.3107,-122.329368516,47.563804288
108785,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382446,2010382446,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF MARION ST,K,11/02/2010 06:54:00 AM,K1,8100.2024,-122.332811483,47.605142386
108789,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382448,2010382448,460,TRAFFIC (MOVING) VIOLATION,15XX BLOCK OF NE 125TH ST,L,11/02/2010 07:22:00 AM,L2,700.5003,-122.31200289,47.719407966
108790,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382464,2010382464,460,TRAFFIC (MOVING) VIOLATION,25XX BLOCK OF NE 65TH ST,U,11/02/2010 07:27:00 AM,U1,2500.3010,-122.30012365,47.675774789
108792,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382488,2010382488,460,TRAFFIC (MOVING) VIOLATION,73XX BLOCK OF SEWARD PARK AVE S,S,11/02/2010 07:46:00 AM,S2,11102.2000,-122.267278037,47.536182081
108794,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382509,2010382509,430,ACCIDENT INVESTIGATION,8XX BLOCK OF MARION ST,D,11/02/2010 08:06:00 AM,D3,8300.1003,-122.327263387,47.607463199
108798,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382408,2010382408,460,TRAFFIC (MOVING) VIOLATION,6XX BLOCK OF S LANE ST,K,11/02/2010 05:42:00 AM,K2,9100.1014,-122.325717895,47.596675308
108806,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382202,2010382202,430,ACCIDENT INVESTIGATION,44XX BLOCK OF S BRANDON ST,R,11/02/2010 03:41:00 AM,R3,10300.1015,-122.278090046,47.553397108
108812,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382381,2010382381,460,TRAFFIC (MOVING) VIOLATION,45XX BLOCK OF S OTHELLO ST,S,11/02/2010 04:49:00 AM,S1,11101.2006,-122.276013871,47.537061366
108817,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382410,2010382410,460,TRAFFIC (MOVING) VIOLATION,41XX BLOCK OF 4TH AVE S,O,11/02/2010 05:41:00 AM,O2,9300.3107,-122.329404734,47.566893794
108823,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382461,2010382461,460,TRAFFIC (MOVING) VIOLATION,77XX BLOCK OF RAINIER AVE S,S,11/02/2010 06:57:00 AM,S2,11102.2006,-122.269986899,47.53314343
108841,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382678,2010382678,460,TRAFFIC (MOVING) VIOLATION,15XX BLOCK OF AURORA AVE N,D,11/02/2010 11:07:00 AM,D1,6700.1007,-122.343500195,47.632858771
108850,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382775,2010382775,460,TRAFFIC (MOVING) VIOLATION,43XX BLOCK OF 15TH AVE NE,U,11/02/2010 12:15:00 PM,U2,5302.3003,-122.31201281,47.660521621
108867,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382554,2010382554,430,ACCIDENT INVESTIGATION,68XX BLOCK OF 42ND AVE S,S,11/02/2010 11:26:00 AM,S1,11101.4001,-122.280814218,47.541106991
108878,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382771,2010382771,460,TRAFFIC (MOVING) VIOLATION,50XX BLOCK OF 7TH AVE NE,U,11/02/2010 12:11:00 PM,U2,4500.1014,-122.320701076,47.665224235
108883,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382587,2010382587,430,ACCIDENT INVESTIGATION,12XX BLOCK OF S DIRECTOR ST,F,11/02/2010 12:28:00 PM,F3,11200.3017,-122.316317391,47.522237072
108884,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382786,2010382786,460,TRAFFIC (MOVING) VIOLATION,6XX BLOCK OF WESTLAKE AVE N,D,11/02/2010 12:28:00 PM,D1,7200.1000,-122.33843069,47.625190092
108890,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382550,2010382550,460,TRAFFIC (MOVING) VIOLATION,25XX BLOCK OF RAINIER AVE S,R,11/02/2010 08:59:00 AM,R1,9500.5004,-122.299158732,47.579672245
108896,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382534,2010382534,460,TRAFFIC (MOVING) VIOLATION,2XX BLOCK OF SPRING ST,K,11/02/2010 09:08:00 AM,K1,8100.2022,-122.335226628,47.606104987
108899,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382528,2010382528,460,TRAFFIC (MOVING) VIOLATION,135XX BLOCK OF 15TH AVE NE,L,11/02/2010 09:10:00 AM,L1,200.4012,-122.312662894,47.727561077
108907,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382596,2010382596,450,DRIVING WHILE UNDER INFLUENCE (DUI),100XX BLOCK OF COLLEGE WAY N,N,11/02/2010 10:18:00 AM,N3,1300.1009,-122.33452433,47.702331629
108910,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382622,2010382622,460,TRAFFIC (MOVING) VIOLATION,28XX BLOCK OF S MYRTLE ST,O,11/02/2010 10:25:00 AM,O3,11000.3000,-122.293751048,47.538912489
108911,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382597,2010382597,430,ACCIDENT INVESTIGATION,XX BLOCK OF BRIDGE WAY N,J,11/02/2010 10:26:00 AM,J3,4900.2009,-122.347006693,47.651820365
108918,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382631,2010382631,460,TRAFFIC (MOVING) VIOLATION,15XX BLOCK OF NW MARKET ST,B,11/02/2010 10:46:00 AM,B2,4700.3012,-122.376818054,47.668669
108929,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382719,2010382719,430,ACCIDENT INVESTIGATION,XX BLOCK OF MARTIN LUTHER KING JR WAY S,S,11/02/2010 11:50:00 AM,S1,10400.2010,-122.2860906,47.547013074
108950,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382697,2010382697,460,TRAFFIC (MOVING) VIOLATION,38XX BLOCK OF AURORA AVE N,J,11/02/2010 11:14:00 AM,J3,5400.4015,-122.347323067,47.653450404
108954,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382560,2010382560,430,ACCIDENT INVESTIGATION,8XX BLOCK OF S LUCILE ST,O,11/02/2010 09:11:00 AM,O2,10900.2007,-122.321262043,47.553352556
108966,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382603,2010382603,460,TRAFFIC (MOVING) VIOLATION,50XX BLOCK OF S ANGELINE ST,R,11/02/2010 09:36:00 AM,R3,10200.6003,-122.270065399,47.559416269
108968,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382619,2010382619,460,TRAFFIC (MOVING) VIOLATION,59XX BLOCK OF BEACON AVE S,S,11/02/2010 10:12:00 AM,S1,10400.3001,-122.301240561,47.549355545
108969,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382510,2010382510,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF AURORA AVE N,D,11/02/2010 10:28:00 AM,D1,6700.2003,-122.343575489,47.626705931
108981,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382729,2010382729,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF N 42ND ST,J,11/02/2010 11:46:00 AM,J2,4900.1020,-122.347925086,47.657743077
108983,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382760,2010382760,460,TRAFFIC (MOVING) VIOLATION,16XX BLOCK OF AURORA AVE N,D,11/02/2010 12:07:00 PM,D1,6700.1005,-122.343471734,47.634734857
108986,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382787,2010382787,460,TRAFFIC (MOVING) VIOLATION,11XX BLOCK OF E PIKE ST,E,11/02/2010 12:24:00 PM,E2,7500.4006,-122.3174884,47.614099103
108994,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382723,2010382723,430,ACCIDENT INVESTIGATION,21XX BLOCK OF BONAIR DR SW,W,11/02/2010 12:43:00 PM,W1,9600.5000,-122.398399364,47.584796216
108999,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382773,2010382773,430,ACCIDENT INVESTIGATION,15XX BLOCK OF MELROSE AVE,E,11/02/2010 01:36:00 PM,E2,8400.1010,-122.327915393,47.614577599
109011,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383020,2010383020,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF JAMES ST,K,11/02/2010 03:08:00 PM,K2,8100.2033,-122.330852996,47.603000916
109016,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382986,2010382986,460,TRAFFIC (MOVING) VIOLATION,35XX BLOCK OF S ANDOVER ST,R,11/02/2010 03:20:00 PM,R1,10100.4009,-122.288240426,47.567942364
109036,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382841,2010382841,460,TRAFFIC (MOVING) VIOLATION,32XX BLOCK OF MARTIN LUTHER KING JR WAY S,R,11/02/2010 12:54:00 PM,R1,9500.5021,-122.296703923,47.573751229
109050,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382845,2010382845,430,ACCIDENT INVESTIGATION,22XX BLOCK OF N 56TH ST,J,11/02/2010 03:24:00 PM,J1,4600.2011,-122.332353902,47.66882122
109054,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383041,2010383041,460,TRAFFIC (MOVING) VIOLATION,26XX BLOCK OF TAYLOR AVE,M,11/02/2010 03:47:00 PM,M1,7200.2005,-122.346281017,47.618237121
109065,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383008,2010383008,460,TRAFFIC (MOVING) VIOLATION,XX BLOCK OF REPUBLICAN ST,Q,11/02/2010 03:04:00 PM,Q3,7100.2004,-122.356067248,47.62327417
109068,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382730,2010382730,430,ACCIDENT INVESTIGATION,95XX BLOCK OF COLLEGE WAY N,N,11/02/2010 01:09:00 PM,N3,1900.4005,-122.335049795,47.698677359
109074,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382835,2010382835,460,TRAFFIC (MOVING) VIOLATION,4XX BLOCK OF BLANCHARD ST,M,11/02/2010 12:48:00 PM,M2,7200.2025,-122.342204495,47.614932692
109075,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382825,2010382825,460,TRAFFIC (MOVING) VIOLATION,2XX BLOCK OF BELL ST,M,11/02/2010 01:01:00 PM,M2,7200.2022,-122.345223492,47.614372206
109078,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382839,2010382839,460,TRAFFIC (MOVING) VIOLATION,44XX BLOCK OF SW OREGON ST,W,11/02/2010 01:24:00 PM,W2,10500.5001,-122.388805126,47.562947639
109087,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382974,2010382974,460,TRAFFIC (MOVING) VIOLATION,24XX BLOCK OF S WILLOW ST,O,11/02/2010 02:26:00 PM,O3,11000.4012,-122.301396676,47.540920297
109094,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382948,2010382948,430,ACCIDENT INVESTIGATION,1XX BLOCK OF NE 120TH ST,N,11/02/2010 03:17:00 PM,N3,600.5003,-122.328136664,47.715888815
109097,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382900,2010382900,430,ACCIDENT INVESTIGATION,71XX BLOCK OF W MARGINAL WAY SW,F,11/02/2010 03:23:00 PM,F1,11200.2010,-122.339299491,47.538662588
109107,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383079,2010383079,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF E THOMAS ST,E,11/02/2010 04:01:00 PM,E1,7400.2005,-122.321558262,47.621071106
109114,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382865,2010382865,430,ACCIDENT INVESTIGATION,9XX BLOCK OF E TERRACE ST,E,11/02/2010 01:26:00 PM,E3,8600.2005,-122.320080894,47.605214267
109118,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383034,2010383034,460,TRAFFIC (MOVING) VIOLATION,9XX BLOCK OF E PIKE ST,E,11/02/2010 03:46:00 PM,E2,8400.1017,-122.320113575,47.614080416
109119,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382938,2010382938,460,TRAFFIC (MOVING) VIOLATION,9XX BLOCK OF E PINE ST,C,11/02/2010 02:23:00 PM,C2,7500.5008,-122.319740826,47.615242997
109121,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383091,2010383091,460,TRAFFIC (MOVING) VIOLATION,28XX BLOCK OF E MADISON ST,C,11/02/2010 04:26:00 PM,C3,7700.1006,-122.295833325,47.623715936
109124,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382905,2010382905,460,TRAFFIC (MOVING) VIOLATION,39XX BLOCK OF LEARY WAY NW,J,11/02/2010 01:48:00 PM,J2,4800.3033,-122.36149548,47.655625401
109129,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382660,2010382660,430,ACCIDENT INVESTIGATION,57XX BLOCK OF 35TH AVE NE,L,11/02/2010 12:41:00 PM,L3,4200.5004,-122.290223367,47.671234223
109138,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383002,2010383002,430,ACCIDENT INVESTIGATION,9XX BLOCK OF 18TH AVE,G,11/02/2010 04:26:00 PM,G1,7900.3005,-122.308871191,47.610948129
109143,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382817,2010382817,460,TRAFFIC (MOVING) VIOLATION,27XX BLOCK OF S MASSACHUSETTS ST,R,11/02/2010 12:41:00 PM,R1,9500.6028,-122.297524504,47.588308013
109154,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382863,2010382863,460,TRAFFIC (MOVING) VIOLATION,145XX BLOCK OF BOTHELL WAY NE,99,11/02/2010 01:12:00 PM,99,NULL,-122.292449568,47.734649315
109161,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382909,2010382909,460,TRAFFIC (MOVING) VIOLATION,78XX BLOCK OF 8TH AVE NW,B,11/02/2010 01:38:00 PM,B3,2900.3013,-122.366004324,47.685830346
109176,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000382965,2010382965,460,TRAFFIC (MOVING) VIOLATION,79XX BLOCK OF AURORA AVE N,J,11/02/2010 02:36:00 PM,J1,2700.5004,-122.34450138,47.68658392
109184,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382869,2010382869,430,ACCIDENT INVESTIGATION,86XX BLOCK OF 14TH AVE S,F,11/02/2010 03:11:00 PM,F3,11200.3010,-122.314917143,47.526016478
109193,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383017,2010383017,430,ACCIDENT INVESTIGATION,5XX BLOCK OF PONTIUS AVE N,D,11/02/2010 03:36:00 PM,D2,7300.1007,-122.331721958,47.623695813
109195,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383074,2010383074,460,TRAFFIC (MOVING) VIOLATION,2XX BLOCK OF BROADWAY E,E,11/02/2010 03:40:00 PM,E1,7400.3000,-122.320882281,47.620491809
109217,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383305,2010383305,430,ACCIDENT INVESTIGATION,28XX BLOCK OF NE 120TH ST,L,11/02/2010 07:44:00 PM,L2,700.3008,-122.296930462,47.715605141
109240,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383201,2010383201,430,ACCIDENT INVESTIGATION,3XX BLOCK OF S MICHIGAN ST,O,11/02/2010 06:22:00 PM,O3,10900.2086,-122.330186457,47.545178232
109243,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382917,2010382917,430,ACCIDENT INVESTIGATION,63XX BLOCK OF 6TH AVE S,O,11/02/2010 06:40:00 PM,O2,10900.2073,-122.326154918,47.545167066
109249,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383331,2010383331,460,TRAFFIC (MOVING) VIOLATION,16XX BLOCK OF S CHARLES ST,G,11/02/2010 07:31:00 PM,G2,9400.2006,-122.310981162,47.594138993
109257,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383392,2010383392,460,TRAFFIC (MOVING) VIOLATION,6XX BLOCK OF LENORA ST,M,11/02/2010 08:19:00 PM,M2,7200.1061,-122.339183794,47.615492807
109270,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383125,2010383125,430,ACCIDENT INVESTIGATION,64XX BLOCK OF FAUNTLEROY WAY SW,W,11/02/2010 04:34:00 PM,W3,10600.4000,-122.386482288,47.54499649
109271,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383122,2010383122,430,ACCIDENT INVESTIGATION,11XX BLOCK OF NW LEARY WAY,J,11/02/2010 04:37:00 PM,J2,4700.2029,-122.372180164,47.663659815
109274,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383087,2010383087,430,ACCIDENT INVESTIGATION,105XX BLOCK OF LINDEN AVE N,N,11/02/2010 04:50:00 PM,N2,1300.4006,-122.347391618,47.705792535
109275,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383150,2010383150,460,TRAFFIC (MOVING) VIOLATION,16XX BLOCK OF 16TH AVE,G,11/02/2010 04:51:00 PM,G1,7900.4003,-122.31145888,47.615861631
109278,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383161,2010383161,460,TRAFFIC (MOVING) VIOLATION,44XX BLOCK OF 5TH AVE NE,J,11/02/2010 05:02:00 PM,J3,5200.4010,-122.322964335,47.66076491
109286,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383037,2010383037,460,TRAFFIC (MOVING) VIOLATION,14XX BLOCK OF NW LEARY WAY,J,11/02/2010 07:54:00 PM,J2,4700.2030,-122.374858631,47.663663057
109293,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382690,2010382690,430,ACCIDENT INVESTIGATION,15XX BLOCK OF SW HOLDEN ST,F,11/02/2010 06:38:00 PM,F1,11300.4008,-122.354473684,47.533683204
109297,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383142,2010383142,430,ACCIDENT INVESTIGATION,8XX BLOCK OF S LUCILE ST,O,11/02/2010 07:06:00 PM,O2,10900.2007,-122.321262043,47.553352556
109305,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382995,2010382995,430,ACCIDENT INVESTIGATION,103XX BLOCK OF MERIDIAN AVE N,N,11/02/2010 04:32:00 PM,N3,1300.1009,-122.333916344,47.704127952
109308,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383158,2010383158,430,ACCIDENT INVESTIGATION,134XX BLOCK OF GREENWOOD AVE N,B,11/02/2010 07:03:00 PM,B1,401.2015,-122.355555942,47.72731779
109311,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383284,2010383284,430,ACCIDENT INVESTIGATION,65XX BLOCK OF 12TH AVE NE,U,11/02/2010 06:58:00 PM,U1,2600.3008,-122.315664074,47.676198091
109319,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000382524,2010382524,430,ACCIDENT INVESTIGATION,1XX BLOCK OF COLUMBIA ST,K,11/02/2010 04:49:00 PM,K3,8100.1051,-122.334379609,47.603500717
109329,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383152,2010383152,430,ACCIDENT INVESTIGATION,9XX BLOCK OF BOYLSTON AVE,E,11/02/2010 05:05:00 PM,E2,8400.2006,-122.321484088,47.610373366
109330,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383155,2010383155,430,ACCIDENT INVESTIGATION,7XX BLOCK OF S KING ST,K,11/02/2010 05:06:00 PM,K2,9100.1009,-122.323425262,47.5983487
109337,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383198,2010383198,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF E PINE ST,C,11/02/2010 05:24:00 PM,C2,8400.1000,-122.321464282,47.615230696
109351,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383182,2010383182,460,TRAFFIC (MOVING) VIOLATION,11XX BLOCK OF S DAWSON ST,R,11/02/2010 07:34:00 PM,R2,9300.3113,-122.317996038,47.555625731
109352,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383344,2010383344,460,TRAFFIC (MOVING) VIOLATION,6XX BLOCK OF E PINE ST,E,11/02/2010 07:37:00 PM,E2,8400.1014,-122.323944053,47.615228075
109356,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383210,2010383210,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF BATTERY ST,M,11/02/2010 05:33:00 PM,M1,7200.2021,-122.345664273,47.615805569
109357,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383206,2010383206,430,ACCIDENT INVESTIGATION,5XX BLOCK OF 17TH AVE,G,11/02/2010 05:34:00 PM,G1,8700.3009,-122.310245215,47.606731374
109371,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383078,2010383078,430,ACCIDENT INVESTIGATION,75XX BLOCK OF 40TH AVE S,S,11/02/2010 06:49:00 PM,S2,11000.2000,-122.281872894,47.534789669
109375,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383285,2010383285,430,ACCIDENT INVESTIGATION,13XX BLOCK OF S JUDKINS ST,O,11/02/2010 07:20:00 PM,O1,9400.5005,-122.315412688,47.591542843
109378,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383190,2010383190,430,ACCIDENT INVESTIGATION,29XX BLOCK OF RAINIER AVE S,R,11/02/2010 05:31:00 PM,R1,9500.5005,-122.297273146,47.577199674
109379,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383207,2010383207,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF MERCER ST,D,11/02/2010 05:37:00 PM,D1,7200.1012,-122.340644604,47.624546114
109383,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383026,2010383026,430,ACCIDENT INVESTIGATION,14XX BLOCK OF E FIR ST,E,11/02/2010 06:00:00 PM,E3,8600.3006,-122.313535367,47.602680114
109385,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383202,2010383202,430,ACCIDENT INVESTIGATION,32XX BLOCK OF S BYRON ST,R,11/02/2010 06:04:00 PM,R1,9500.5015,-122.291717605,47.575012576
109391,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383146,2010383146,430,ACCIDENT INVESTIGATION,11XX BLOCK OF NW MARKET ST,B,11/02/2010 07:40:00 PM,B2,4700.1015,-122.372174056,47.668663652
109398,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383355,2010383355,460,TRAFFIC (MOVING) VIOLATION,35XX BLOCK OF S ADAMS ST,R,11/02/2010 07:56:00 PM,R1,10100.4011,-122.289177741,47.565578182
109403,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383293,2010383293,430,ACCIDENT INVESTIGATION,XX BLOCK OF PINE ST,M,11/02/2010 08:01:00 PM,M3,8100.1006,-122.341204521,47.609696436
109408,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383378,2010383378,460,TRAFFIC (MOVING) VIOLATION,48XX BLOCK OF S AUSTIN ST,S,11/02/2010 08:09:00 PM,S2,11102.4006,-122.271316666,47.534690326
109410,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383349,2010383349,430,ACCIDENT INVESTIGATION,34XX BLOCK OF SW 100TH ST,W,11/02/2010 08:14:00 PM,W3,12000.1001,-122.375825119,47.513723873
109411,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383369,2010383369,460,TRAFFIC (MOVING) VIOLATION,16XX BLOCK OF NE 50TH ST,U,11/02/2010 08:17:00 PM,U3,4400.3006,-122.310238682,47.664880643
109412,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383160,2010383160,430,ACCIDENT INVESTIGATION,14XX BLOCK OF S SPOKANE ST,R,11/02/2010 08:19:00 PM,R2,10000.4020,-122.313731063,47.571627623
109418,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383395,2010383395,460,TRAFFIC (MOVING) VIOLATION,11XX BLOCK OF 15TH AVE,G,11/02/2010 08:37:00 PM,G1,7900.3002,-122.312793618,47.612229615
109419,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383406,2010383406,460,TRAFFIC (MOVING) VIOLATION,13XX BLOCK OF N 50TH ST,J,11/02/2010 08:40:00 PM,J1,4600.1010,-122.341144756,47.665036325
109420,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000383117,2010383117,430,ACCIDENT INVESTIGATION,2XX BLOCK OF S MICHIGAN ST,O,11/02/2010 08:43:00 PM,O2,10900.2088,-122.331045373,47.544950495
109422,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000383404,2010383404,460,TRAFFIC (MOVING) VIOLATION,49XX BLOCK OF WHITMAN AVE N,J,11/02/2010 08:58:00 PM,J3,4600.1010,-122.346067294,47.664669363
